anomes,municipio_ibge,municipio,estado_ibge,estado,sigla_regiao,regiao,vl_pagadorpf,qt_pagadorpf,vl_pagadorpj,qt_pagadorpj,vl_recebedorpf,qt_recebedorpf,vl_recebedorpj,qt_recebedorpj,qt_pes_pagadorpf,qt_pes_pagadorpj,qt_pes_recebedorpf,qt_pes_recebedorpj
202301,5104609,ITIQUIRA,51,MATO GROSSO,CO,CENTRO-OESTE,17941278.87,85939,8728344.88,7799,16817934.19,56670,6703216.31,15298,5727,371,5412,352
202308,3106200,BELO HORIZONTE,31,MINAS GERAIS,SE,SUDESTE,10500349420.18,38979666,13571778095.21,5758589,10980120104.18,27966149,13515008304.55,19260252,1677371,181448,1662608,164413
202307,1502756,CONCÓRDIA DO PARÁ,15,PARÁ,NO,NORTE,41883221.26,288139,14352676.35,13701,39158001.35,205123,14155731.75,45752,11534,421,11547,393
202011,2922508,NAZARÉ,29,BAHIA,NE,NORDESTE,636882.59,1854,171288.72,116,700216.31,1881,72479.09,40,597,27,680,21
202106,3101102,AIMORÉS,31,MINAS GERAIS,SE,SUDESTE,14722398.45,32305,3350093.38,1705,13171224.53,32600,2491556.33,2539,5039,273,5084,306
202409,3123007,DORES DE CAMPOS,31,MINAS GERAIS,SE,SUDESTE,21743079.1,115621,34919603.62,16591,22354238.69,72899,37040723.24,38895,4850,697,4672,611
202411,3521101,IPEÚNA,35,SÃO PAULO,SE,SUDESTE,23947857.41,128023,16566733.64,11221,25352562.93,76687,21801506.69,26738,4538,295,4415,271
202507,5005202,LADÁRIO,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,71052328.49,688834,10118039.07,15794,65355996.87,366606,13795344.5,54093,12948,347,12792,344
202410,3106200,BELO HORIZONTE,31,MINAS GERAIS,SE,SUDESTE,14359757121.71,55785622,27736388142.51,15267066,15034255855.64,35906571,27609671593.75,54906368,1836531,216437,1812012,195495
202308,3123007,DORES DE CAMPOS,31,MINAS GERAIS,SE,SUDESTE,16440534.56,79179,35717857.26,13313,17501383.72,55284,35236460.8,26770,4231,571,4054,540
202205,1502756,CONCÓRDIA DO PARÁ,15,PARÁ,NO,NORTE,26394663.5,130939,8114076.15,6715,23289165.7,107013,8047868.28,17399,7600,285,7556,281
202301,4127007,TEIXEIRA SOARES,41,PARANÁ,SU,SUL,13637525.61,49121,8260183.49,5003,13781872.79,31460,6463977.9,7572,3992,245,3836,228
202206,5104609,ITIQUIRA,51,MATO GROSSO,CO,CENTRO-OESTE,15855443.46,66492,14540734.93,5429,15176369.16,47536,5234010.47,9457,5052,318,4800,311
202202,5005202,LADÁRIO,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,17149560.3,86337,3381421.92,2455,17175672.95,70448,3635398.67,5075,6792,166,7091,166
202405,4127007,TEIXEIRA SOARES,41,PARANÁ,SU,SUL,28310549.92,121053,14315333.79,9678,31101786.67,62497,14769352.1,16452,5185,322,5030,297
202205,3123007,DORES DE CAMPOS,31,MINAS GERAIS,SE,SUDESTE,10509905.48,39527,31341916.37,8260,12073188.84,32328,31296208.58,13344,3076,436,2965,410
202503,3101102,AIMORÉS,31,MINAS GERAIS,SE,SUDESTE,87249885.77,470755,26052118.7,20159,78754834.86,257352,27315582.43,67004,14834,847,14369,775
202506,3129103,GURINHATÃ,31,MINAS GERAIS,SE,SUDESTE,18337856.33,58812,4032676.78,3262,18571530.98,36240,2739388.28,9696,2334,124,2314,125
202212,3530805,MOGI MIRIM,35,SÃO PAULO,SE,SUDESTE,258687350.98,828769,316693150.74,82709,276467174.17,642079,311336584.23,155537,48880,4110,48335,3941
202102,5104609,ITIQUIRA,51,MATO GROSSO,CO,CENTRO-OESTE,2373264.69,7264,393516.31,555,2290467.68,6425,400897.93,554,1508,104,1592,119
202102,5005202,LADÁRIO,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,4892609.35,13934,648420.82,446,4579690.28,13008,657899.01,299,2593,61,2802,66
202504,3203346,MARECHAL FLORIANO,32,ESPÍRITO SANTO,SE,SUDESTE,69269491.23,325403,66507525.59,28184,74114054.07,198139,93704548.4,82198,10487,939,10343,915
202408,3129103,GURINHATÃ,31,MINAS GERAIS,SE,SUDESTE,14522610.37,51612,3415220.53,3082,15107999.97,31672,2142023.48,7536,2336,110,2287,112
202207,1502756,CONCÓRDIA DO PARÁ,15,PARÁ,NO,NORTE,27943929.42,148519,11211200.75,8193,26265365.79,120115,9292504.75,21897,8243,312,8186,301
202105,1502756,CONCÓRDIA DO PARÁ,15,PARÁ,NO,NORTE,9543519.68,28218,2094845.94,1677,8061493.62,27531,2015966.71,2150,3533,152,3422,148
202105,2922508,NAZARÉ,29,BAHIA,NE,NORDESTE,10824407.24,46385,1915220.21,1876,11656023.42,51833,1528256.3,2013,5176,221,6060,225
202301,3101102,AIMORÉS,31,MINAS GERAIS,SE,SUDESTE,58034748.43,193011,8954718.18,8418,49188046.0,123512,8688437.35,28750,11111,570,10572,561
202110,3129103,GURINHATÃ,31,MINAS GERAIS,SE,SUDESTE,4042289.72,9572,405810.07,529,4886033.69,8211,700567.24,713,1230,55,1219,61
202211,4127007,TEIXEIRA SOARES,41,PARANÁ,SU,SUL,13912957.77,46633,9626673.55,4982,13626191.19,31153,7712906.47,7478,3866,248,3714,240
202202,3524600,JACUPIRANGA,35,SÃO PAULO,SE,SUDESTE,16208635.81,65398,5993334.85,5093,16691214.4,54945,8640179.47,10231,5985,360,6156,378
202207,3101102,AIMORÉS,31,MINAS GERAIS,SE,SUDESTE,56841469.42,142854,11972444.63,7548,50304868.82,102983,11153979.43,21066,9682,516,9343,506
202107,5005202,LADÁRIO,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,12663908.94,51589,3162024.22,1549,12366785.59,46526,2759844.43,1929,5460,119,5548,125
202302,3129103,GURINHATÃ,31,MINAS GERAIS,SE,SUDESTE,9051694.74,25164,1927445.52,1362,9173386.89,17601,2254529.26,2822,1870,77,1867,84
202408,3106200,BELO HORIZONTE,31,MINAS GERAIS,SE,SUDESTE,13870502727.36,54609982,24332013647.63,7833028,14504234213.67,35513643,22760217055.05,27050983,1819657,210559,1796398,190231
202410,2922508,NAZARÉ,29,BAHIA,NE,NORDESTE,88457429.25,665608,18064441.05,22244,84807073.43,468163,17058149.77,74185,17773,733,17749,645
202407,4127007,TEIXEIRA SOARES,41,PARANÁ,SU,SUL,26409541.27,123140,15625877.74,10517,30209215.37,63741,12470885.06,17966,5315,315,5085,308
202506,4127007,TEIXEIRA SOARES,41,PARANÁ,SU,SUL,31912240.24,157414,21803066.06,10927,35231592.33,79353,17605685.68,22770,5753,377,5541,355
202201,3506607,BIRITIBA MIRIM,35,SÃO PAULO,SE,SUDESTE,24589129.04,101603,11028458.37,8752,27760735.7,95082,9851870.7,12440,10160,591,10886,564
202507,2922508,NAZARÉ,29,BAHIA,NE,NORDESTE,101088281.87,764485,20786608.71,27219,95840365.38,509106,19104527.23,94776,18341,735,18229,695
202411,3106200,BELO HORIZONTE,31,MINAS GERAIS,SE,SUDESTE,14498318219.35,56374856,29962483480.45,35543894,14969724145.49,35963552,30062070745.6,147930675,1843856,215916,1815452,195812
202312,2922508,NAZARÉ,29,BAHIA,NE,NORDESTE,74725277.5,571449,12290864.75,17262,74292746.41,423825,12424374.82,50349,15965,648,16238,586
202206,3557105,VOTUPORANGA,35,SÃO PAULO,SE,SUDESTE,201343726.47,552564,220338117.56,72862,210100709.74,453650,235104816.18,188023,43127,3965,42012,3874
202309,5104609,ITIQUIRA,51,MATO GROSSO,CO,CENTRO-OESTE,25614471.57,123346,9149477.28,9337,23372587.43,75226,10352979.86,19122,6461,446,6157,411
202210,5104609,ITIQUIRA,51,MATO GROSSO,CO,CENTRO-OESTE,18550564.05,81076,11485700.57,7165,17564774.08,57955,9649104.93,14624,5489,350,5267,344
202210,3524600,JACUPIRANGA,35,SÃO PAULO,SE,SUDESTE,23482112.47,111550,11704714.93,8331,24877167.18,86573,14274149.43,16899,7524,435,7690,426
202507,4127007,TEIXEIRA SOARES,41,PARANÁ,SU,SUL,33053458.08,163986,22923368.35,11455,36646268.3,81800,16347114.01,24933,5795,387,5585,359
202309,3106200,BELO HORIZONTE,31,MINAS GERAIS,SE,SUDESTE,10157711621.27,38563439,13000095980.45,5546596,10657852326.44,27565470,12918660397.36,17652152,1683922,182493,1665408,165137
202210,1502756,CONCÓRDIA DO PARÁ,15,PARÁ,NO,NORTE,33238571.28,182684,12736274.75,9522,30485885.92,144022,11579747.81,29104,9292,344,9245,338
202509,2922508,NAZARÉ,29,BAHIA,NE,NORDESTE,12291416.45,82569,2563332.26,3270,12008787.7,53496,2349396.44,10902,13453,513,11374,487
202012,1502756,CONCÓRDIA DO PARÁ,15,PARÁ,NO,NORTE,2077955.88,5026,418532.28,217,2071488.1,5064,471700.05,228,1363,48,1005,51
