ano_mes,municipio_ibge,municipio,estado_ibge,estado,sigla_regiao,regiao,valor_pagador_pf,qtd_pagador_pf,valor_pagador_pj,qtd_pagador_pj,vl_recebedorpf,qt_recebedorpf,vl_recebedorpj,qt_recebedorpj,qt_pes_pagadorpf,qt_pes_pagadorpj,qt_pes_recebedorpf,qt_pes_recebedorpj
202102,2111029,São João Do Carú,21,MARANHÃO,NE,NORDESTE,787866.16,1755,225288.23,87,848749.94,1758,63778.3,55,413,18,516,18
202407,1701903,Araguacema,17,TOCANTINS,NO,NORTE,21621299.92,119318,5405537.5,8646,20266755.29,80396,4767097.79,21329,3385,121,3324,111
202111,2604304,Cedro,26,PERNAMBUCO,NE,NORDESTE,7126473.57,35172,626923.89,560,6855481.6,30966,969439.92,1651,2966,55,3042,63
202205,2111029,São João Do Carú,21,MARANHÃO,NE,NORDESTE,9548175.81,45356,1457037.85,1023,9524792.83,34162,1268630.71,2498,2959,66,2944,65
202107,2601003,Angelim,26,PERNAMBUCO,NE,NORDESTE,3170670.1,10763,337656.51,246,3085774.29,11762,363313.55,226,1455,27,1584,26
202402,5002902,Cassilândia,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,64888432.73,278388,24444341.77,21879,68726172.8,170256,25969598.08,64698,12028,863,11879,873
202408,2102077,Bom Lugar,21,MARANHÃO,NE,NORDESTE,26350110.26,162622,2684460.17,4745,24068617.35,100319,4217314.71,14145,5003,83,4786,81
202208,2111029,São João Do Carú,21,MARANHÃO,NE,NORDESTE,12052863.18,59311,1702080.87,1399,11632169.0,45607,1560985.74,3344,3466,79,3411,74
202310,2102077,Bom Lugar,21,MARANHÃO,NE,NORDESTE,18217258.58,117171,1736308.41,1882,16222579.19,75232,1910706.06,7175,4262,72,4144,69
202305,2601003,Angelim,26,PERNAMBUCO,NE,NORDESTE,11127552.32,68912,1111774.18,1268,10447143.05,48246,1711095.78,3886,3530,58,3581,54
202411,4315305,Quaraí,43,RIO GRANDE DO SUL,SU,SUL,63932800.42,335054,29184770.64,20282,61924774.01,195804,18010886.41,57786,13222,886,12569,828
202301,2514453,São José Dos Ramos,25,PARAÍBA,NE,NORDESTE,3820070.79,25837,565200.93,556,3874523.39,19521,239255.0,2212,1547,30,1613,30
202412,5106653,Pontal Do Araguaia,51,MATO GROSSO,CO,CENTRO-OESTE,33623948.54,133482,16186916.03,13099,35128112.2,88278,10796987.07,23452,3845,307,3909,272
202111,4308805,General Câmara,43,RIO GRANDE DO SUL,SU,SUL,5100382.15,22696,1464238.67,1353,4848788.71,17165,1457666.84,3192,2357,132,2157,133
202209,2514453,São José Dos Ramos,25,PARAÍBA,NE,NORDESTE,3543077.01,21796,758985.62,696,3830725.91,17594,227472.22,1549,1309,31,1439,24
202203,2604304,Cedro,26,PERNAMBUCO,NE,NORDESTE,9489769.99,50438,899774.92,860,8880278.95,41655,1121837.95,2521,3586,80,3591,75
202307,2604304,Cedro,26,PERNAMBUCO,NE,NORDESTE,22533285.29,139417,1731120.2,1883,19717155.25,100044,1853762.15,9946,5511,102,5424,108
202302,2102077,Bom Lugar,21,MARANHÃO,NE,NORDESTE,11679808.5,64205,908177.84,1045,10146297.82,46808,1103053.79,3892,3574,58,3527,60
202502,2100501,Alto Parnaíba,21,MARANHÃO,NE,NORDESTE,38659576.86,239714,11144136.36,13208,35304879.51,134863,13566413.25,45918,6208,288,6120,289
202411,4308805,General Câmara,43,RIO GRANDE DO SUL,SU,SUL,17442743.24,118909,5641565.07,5373,16449746.21,59111,5381137.01,16279,4210,244,3959,235
202301,2111029,São João Do Carú,21,MARANHÃO,NE,NORDESTE,12188847.89,75854,1416943.96,1413,12003959.83,55614,1677578.1,3684,4178,80,4059,86
202412,2604304,Cedro,26,PERNAMBUCO,NE,NORDESTE,38757182.01,249923,2992045.93,5262,35914811.15,169093,4239135.1,21924,6688,134,6464,138
202012,2604304,Cedro,26,PERNAMBUCO,NE,NORDESTE,686749.0,2104,28927.17,51,763650.49,2118,25044.85,40,459,8,503,12
202507,5002902,Cassilândia,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,103925421.59,452586,60283608.56,42350,106775149.89,255720,56870347.63,126547,13496,1123,13447,1072
202410,2601003,Angelim,26,PERNAMBUCO,NE,NORDESTE,19858183.58,141019,2242151.88,1496,18223938.22,92093,2708989.67,9391,4788,86,4718,72
202111,1701903,Araguacema,17,TOCANTINS,NO,NORTE,5316590.79,18663,1157928.6,895,5201141.76,16170,606215.1,1085,1693,66,1761,65
202112,1701903,Araguacema,17,TOCANTINS,NO,NORTE,5923612.25,23169,1196580.95,1112,5888088.69,19903,778988.43,1587,1782,68,1894,68
202212,2102077,Bom Lugar,21,MARANHÃO,NE,NORDESTE,13199918.05,67278,1198416.82,1221,12337885.8,50207,1077027.69,4274,3416,55,3395,57
202311,4306353,Dezesseis De Novembro,43,RIO GRANDE DO SUL,SU,SUL,2941279.25,14438,2577527.63,661,2661755.75,7434,2150482.61,1905,924,43,863,47
202312,2807204,Siriri,28,SERGIPE,NE,NORDESTE,14733698.75,124312,2489087.59,2668,13945178.85,76797,2516806.81,5310,3800,80,3818,64
202206,2604304,Cedro,26,PERNAMBUCO,NE,NORDESTE,13148178.9,69026,945339.01,1174,11867882.71,53962,1601025.92,3528,4069,76,4059,86
202508,2601003,Angelim,26,PERNAMBUCO,NE,NORDESTE,24967722.37,177339,2331317.2,2590,21993039.15,110317,3811898.97,14518,5151,97,5071,80
202108,5002902,Cassilândia,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,18979301.09,45575,9871036.18,4313,19989433.86,41198,6811546.21,7155,5985,421,5849,507
202108,2604304,Cedro,26,PERNAMBUCO,NE,NORDESTE,5811309.3,27092,490881.66,353,5852803.09,27589,668928.55,943,2678,46,2694,53
202112,3204500,Santa Leopoldina,32,ESPÍRITO SANTO,SE,SUDESTE,6774842.0,22715,3226820.67,1272,7001336.83,18957,2253318.58,3161,2446,135,2410,133
202506,4311627,Lindolfo Collor,43,RIO GRANDE DO SUL,SU,SUL,15669952.33,105416,48996258.6,8245,14975704.23,54537,48182338.23,18215,3808,302,3641,287
202011,2601003,Angelim,26,PERNAMBUCO,NE,NORDESTE,115756.59,236,11091.0,9,98379.75,234,4690.0,3,102,2,120,2
202302,2604304,Cedro,26,PERNAMBUCO,NE,NORDESTE,16897544.11,97692,1740783.89,1663,16472121.91,75394,2213188.36,7528,4958,93,4917,99
202110,2100501,Alto Parnaíba,21,MARANHÃO,NE,NORDESTE,9362242.62,33275,2546824.44,1893,8537932.54,28687,2102475.77,4517,2732,123,2707,120
202302,5002902,Cassilândia,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,40094456.34,145918,15132258.86,12694,43231318.21,108371,13161205.1,32401,10148,697,10118,721
202503,2601003,Angelim,26,PERNAMBUCO,NE,NORDESTE,22148960.62,158916,2009868.98,1745,19781264.54,100880,3240484.84,11869,4937,80,4879,76
202406,2604304,Cedro,26,PERNAMBUCO,NE,NORDESTE,32139035.75,221506,3229921.95,3873,29838957.77,149708,3644541.99,16521,6396,126,6177,129
